mysql> source um6p-cs-introdb-2-dml.sql
+-----+
| did |
| 663 |           2 |
| 667 |           2 |
| 690 |           2 |
| 691 |           2 |
| 695 |           2 |
| 702 |           2 |
| 726 |           2 |
| 731 |           2 |
| 765 |           2 |
| 775 |           2 |
| 780 |           2 |
| 784 |           2 |
| 813 |           2 |
| 822 |           2 |
| 826 |           2 |
| 830 |           2 |
| 852 |           2 |
| 866 |           2 |
| 871 |           2 |
| 886 |           2 |
| 916 |           2 |
| 920 |           2 |
| 925 |           2 |
| 927 |           2 |
| 962 |           2 |
| 974 |           2 |
| 978 |           2 |
|   2 |           1 |
|   4 |           1 |
|   5 |           1 |
|  11 |           1 |
|  12 |           1 |
|  15 |           1 |
|  16 |           1 |
|  18 |           1 |
|  20 |           1 |
|  28 |           1 |
|  31 |           1 |
|  33 |           1 |
|  34 |           1 |
|  36 |           1 |
|  52 |           1 |
|  53 |           1 |
|  62 |           1 |
|  63 |           1 |
|  68 |           1 |
|  70 |           1 |
|  75 |           1 |
|  77 |           1 |
|  85 |           1 |
|  93 |           1 |
|  96 |           1 |
|  98 |           1 |
|  99 |           1 |
| 100 |           1 |
| 101 |           1 |
| 103 |           1 |
| 106 |           1 |
| 114 |           1 |
| 116 |           1 |
| 118 |           1 |
| 121 |           1 |
| 122 |           1 |
| 123 |           1 |
| 125 |           1 |
| 128 |           1 |
| 129 |           1 |
| 130 |           1 |
| 132 |           1 |
| 134 |           1 |
| 137 |           1 |
| 139 |           1 |
| 142 |           1 |
| 143 |           1 |
| 148 |           1 |
| 152 |           1 |
| 153 |           1 |
| 156 |           1 |
| 164 |           1 |
| 166 |           1 |
| 170 |           1 |
| 171 |           1 |
| 173 |           1 |
| 178 |           1 |
| 180 |           1 |
| 181 |           1 |
| 185 |           1 |
| 197 |           1 |
| 200 |           1 |
| 204 |           1 |
| 205 |           1 |
| 206 |           1 |
| 208 |           1 |
| 211 |           1 |
| 212 |           1 |
| 214 |           1 |
| 218 |           1 |
| 220 |           1 |
| 221 |           1 |
| 225 |           1 |
| 226 |           1 |
| 228 |           1 |
| 232 |           1 |
| 234 |           1 |
| 235 |           1 |
| 239 |           1 |
| 241 |           1 |
| 245 |           1 |
| 246 |           1 |
| 247 |           1 |
| 248 |           1 |
| 256 |           1 |
| 260 |           1 |
| 266 |           1 |
| 271 |           1 |
| 274 |           1 |
| 278 |           1 |
| 279 |           1 |
| 283 |           1 |
| 284 |           1 |
| 285 |           1 |
| 286 |           1 |
| 293 |           1 |
| 295 |           1 |
| 298 |           1 |
| 301 |           1 |
| 305 |           1 |
| 311 |           1 |
| 312 |           1 |
| 321 |           1 |
| 323 |           1 |
| 324 |           1 |
| 325 |           1 |
| 327 |           1 |
| 329 |           1 |
| 334 |           1 |
| 335 |           1 |
| 336 |           1 |
| 340 |           1 |
| 345 |           1 |
| 351 |           1 |
| 352 |           1 |
| 357 |           1 |
| 361 |           1 |
| 362 |           1 |
| 371 |           1 |
| 376 |           1 |
| 377 |           1 |
| 383 |           1 |
| 384 |           1 |
| 387 |           1 |
| 389 |           1 |
| 390 |           1 |
| 392 |           1 |
| 395 |           1 |
| 397 |           1 |
| 399 |           1 |
| 401 |           1 |
| 402 |           1 |
| 403 |           1 |
| 407 |           1 |
| 409 |           1 |
| 410 |           1 |
| 413 |           1 |
| 419 |           1 |
| 420 |           1 |
| 427 |           1 |
| 430 |           1 |
| 431 |           1 |
| 438 |           1 |
| 450 |           1 |
| 451 |           1 |
| 455 |           1 |
| 457 |           1 |
| 461 |           1 |
| 464 |           1 |
| 466 |           1 |
| 467 |           1 |
| 469 |           1 |
| 471 |           1 |
| 472 |           1 |
| 477 |           1 |
| 479 |           1 |
| 480 |           1 |
| 481 |           1 |
| 493 |           1 |
| 494 |           1 |
| 495 |           1 |
| 497 |           1 |
| 500 |           1 |
| 501 |           1 |
| 505 |           1 |
| 506 |           1 |
| 507 |           1 |
| 510 |           1 |
| 514 |           1 |
| 516 |           1 |
| 517 |           1 |
| 518 |           1 |
| 519 |           1 |
| 522 |           1 |
| 525 |           1 |
| 528 |           1 |
| 533 |           1 |
| 540 |           1 |
| 543 |           1 |
| 547 |           1 |
| 555 |           1 |
| 556 |           1 |
| 558 |           1 |
| 570 |           1 |
| 572 |           1 |
| 573 |           1 |
| 574 |           1 |
| 576 |           1 |
| 577 |           1 |
| 581 |           1 |
| 585 |           1 |
| 591 |           1 |
| 593 |           1 |
| 595 |           1 |
| 600 |           1 |
| 602 |           1 |
| 604 |           1 |
| 607 |           1 |
| 615 |           1 |
| 624 |           1 |
| 625 |           1 |
| 628 |           1 |
| 637 |           1 |
| 639 |           1 |
| 644 |           1 |
| 648 |           1 |
| 649 |           1 |
| 651 |           1 |
| 655 |           1 |
| 662 |           1 |
| 668 |           1 |
| 674 |           1 |
| 677 |           1 |
| 678 |           1 |
| 681 |           1 |
| 686 |           1 |
| 687 |           1 |
| 688 |           1 |
| 689 |           1 |
| 693 |           1 |
| 694 |           1 |
| 713 |           1 |
| 720 |           1 |
| 723 |           1 |
| 730 |           1 |
| 732 |           1 |
| 734 |           1 |
| 735 |           1 |
| 736 |           1 |
| 746 |           1 |
| 755 |           1 |
| 756 |           1 |
| 758 |           1 |
| 760 |           1 |
| 761 |           1 |
| 764 |           1 |
| 766 |           1 |
| 767 |           1 |
| 774 |           1 |
| 777 |           1 |
| 789 |           1 |
| 794 |           1 |
| 795 |           1 |
| 803 |           1 |
| 805 |           1 |
| 807 |           1 |
| 812 |           1 |
| 815 |           1 |
| 821 |           1 |
| 825 |           1 |
| 827 |           1 |
| 828 |           1 |
| 829 |           1 |
| 831 |           1 |
| 835 |           1 |
| 838 |           1 |
| 839 |           1 |
| 841 |           1 |
| 845 |           1 |
| 849 |           1 |
| 850 |           1 |
| 853 |           1 |
| 859 |           1 |
| 865 |           1 |
| 872 |           1 |
| 874 |           1 |
| 880 |           1 |
| 883 |           1 |
| 884 |           1 |
| 888 |           1 |
| 900 |           1 |
| 903 |           1 |
| 906 |           1 |
| 911 |           1 |
| 914 |           1 |
| 915 |           1 |
| 923 |           1 |
| 928 |           1 |
| 932 |           1 |
| 936 |           1 |
| 940 |           1 |
| 942 |           1 |
| 944 |           1 |
| 946 |           1 |
| 948 |           1 |
| 949 |           1 |
| 951 |           1 |
| 952 |           1 |
| 953 |           1 |
| 955 |           1 |
| 958 |           1 |
| 959 |           1 |
| 963 |           1 |
| 964 |           1 |
| 968 |           1 |
| 975 |           1 |
| 977 |           1 |
| 983 |           1 |
| 984 |           1 |
| 985 |           1 |
| 994 |           1 |
| 995 |           1 |
| 999 |           1 |
+-----+-------------+
389 rows in set (0.01 sec)

Empty set (0.00 sec)

Query OK, 0 rows affected (0.00 sec)
Rows matched: 0  Changed: 0  Warnings: 0

Query OK, 0 rows affected (0.00 sec)
Rows matched: 0  Changed: 0  Warnings: 0

Query OK, 1 row affected, 3 warnings (0.00 sec)

ERROR 1644 (45000): Cannot add a sales transaction unless it is paid.
Query OK, 0 rows affected (0.00 sec)

Query OK, 0 rows affected (0.00 sec)

mysql> Terminal close -- exit!
